publication_number,grant_year,high_impact,dataset_split
US-11521086-B2,2022,1,Train
US-11521087-B2,2022,1,Train
US-11521088-B2,2022,0,Train
US-11521089-B2,2022,0,Train
US-11521090-B2,2022,0,Train
US-11521091-B2,2022,0,Train
US-11521092-B2,2022,0,Train
US-11521093-B2,2022,0,Train
US-11521094-B2,2022,0,Train
US-11521095-B2,2022,1,Train
US-11521096-B2,2022,0,Train
US-11521097-B2,2022,0,Train
US-11521098-B2,2022,0,Train
US-11521099-B2,2022,0,Train
US-11521100-B1,2022,0,Train
US-11521101-B2,2022,1,Train
US-11521102-B2,2022,0,Train
US-11521103-B1,2022,1,Train
US-11521104-B2,2022,0,Train
US-11521105-B2,2022,0,Train
US-11521106-B2,2022,0,Train
US-11521107-B2,2022,0,Train
US-11521108-B2,2022,0,Train
US-11521109-B2,2022,0,Train
US-11521110-B2,2022,0,Train
US-11521111-B2,2022,0,Train
US-11521112-B2,2022,0,Train
US-11521113-B2,2022,0,Train
US-11521114-B2,2022,0,Train
US-11521115-B2,2022,1,Train
US-11521116-B2,2022,0,Train
US-11521117-B2,2022,0,Train
US-11521118-B2,2022,0,Train
US-11521119-B2,2022,0,Train
US-11521120-B2,2022,0,Train
US-11521121-B2,2022,0,Train
US-11521122-B2,2022,1,Train
US-11521123-B2,2022,0,Train
US-11521124-B2,2022,0,Train
US-11521125-B2,2022,0,Train
US-11521126-B2,2022,0,Train
US-11521127-B2,2022,0,Train
US-11521128-B2,2022,0,Train
US-11521129-B2,2022,0,Train
US-11521130-B2,2022,0,Train
US-11521131-B2,2022,0,Train
US-11521132-B2,2022,0,Train
US-11521133-B2,2022,0,Train
US-11521134-B2,2022,0,Train
US-11521135-B2,2022,0,Train
US-11521137-B2,2022,1,Train
US-11521142-B2,2022,0,Train
US-11521143-B2,2022,0,Train
US-11521161-B2,2022,0,Train
US-11521162-B2,2022,0,Train
US-11521181-B2,2022,0,Train
US-11521209-B2,2022,0,Train
US-11521214-B1,2022,1,Train
US-11521220-B2,2022,0,Train
US-11521221-B2,2022,0,Train
US-11521231-B2,2022,0,Train
US-11521237-B2,2022,0,Train
US-11521238-B2,2022,0,Train
US-11521248-B2,2022,0,Train
US-11521249-B2,2022,0,Train
US-11521254-B2,2022,0,Train
US-11521255-B2,2022,0,Train
US-11521256-B2,2022,0,Train
US-11521264-B2,2022,0,Train
US-11521266-B2,2022,0,Train
US-11521270-B2,2022,0,Train
US-11521273-B2,2022,1,Train
US-11521274-B2,2022,0,Train
US-11521281-B2,2022,1,Train
US-11521292-B2,2022,0,Train
US-11521299-B2,2022,0,Train
US-11521301-B2,2022,1,Train
US-11521318-B2,2022,0,Train
US-11521320-B2,2022,0,Train
US-11521323-B2,2022,0,Train
US-11521324-B2,2022,0,Train
US-11521326-B2,2022,1,Train
US-11521339-B2,2022,0,Train
US-11521348-B2,2022,0,Train
US-11521360-B2,2022,1,Train
US-11521362-B2,2022,1,Train
US-11521370-B2,2022,0,Train
US-11521371-B2,2022,1,Train
US-11521372-B2,2022,1,Train
US-11521373-B1,2022,1,Train
US-11521374-B2,2022,0,Train
US-11521375-B2,2022,0,Train
US-11521377-B1,2022,1,Train
US-11521378-B2,2022,1,Train
US-11521379-B1,2022,1,Train
US-11521383-B2,2022,0,Train
US-11521386-B2,2022,0,Train
US-11521393-B2,2022,0,Train
US-11521394-B2,2022,1,Train
US-11521396-B1,2022,1,Train
US-11521400-B2,2022,1,Train
US-11521402-B2,2022,0,Train
US-11521405-B2,2022,0,Train
US-11521425-B2,2022,0,Train
US-11521426-B2,2022,0,Train
US-11521427-B1,2022,0,Train
US-11521435-B2,2022,1,Train
US-11521438-B2,2022,0,Train
US-11521485-B2,2022,0,Train
US-11521487-B2,2022,0,Train
US-11521491-B2,2022,0,Train
US-11521497-B2,2022,0,Train
US-11521498-B2,2022,1,Train
US-11521506-B2,2022,0,Train
US-11521516-B2,2022,0,Train
US-11521595-B2,2022,0,Train
US-11521596-B2,2022,0,Train
US-11521598-B2,2022,0,Train
US-11521599-B1,2022,1,Train
US-11521601-B2,2022,0,Train
US-11521603-B2,2022,0,Train
US-11521605-B2,2022,0,Train
US-11521606-B2,2022,0,Train
US-11521620-B2,2022,0,Train
US-11521630-B2,2022,1,Train
US-11521634-B2,2022,0,Train
US-11521635-B1,2022,1,Train
US-11521638-B2,2022,0,Train
US-11521639-B1,2022,1,Train
US-11521641-B2,2022,1,Train
US-11521643-B2,2022,0,Train
US-11521653-B2,2022,0,Train
US-11521655-B2,2022,0,Train
US-11521658-B2,2022,1,Train
US-11521678-B2,2022,0,Train
US-11521682-B2,2022,0,Train
US-11521683-B2,2022,0,Train
US-11521708-B1,2022,0,Train
US-11521712-B2,2022,1,Train
US-11521713-B2,2022,0,Train
US-11521714-B1,2022,1,Train
US-11521716-B2,2022,1,Train
US-11521722-B2,2022,1,Train
US-11521724-B2,2022,0,Train
US-11521727-B2,2022,0,Train
US-11521733-B2,2022,0,Train
US-11521734-B2,2022,1,Train
US-11521740-B2,2022,1,Train
US-11521742-B2,2022,1,Train
US-11521743-B2,2022,0,Train
US-11521744-B1,2022,0,Train
US-11521747-B2,2022,0,Train
US-11521749-B2,2022,0,Train
US-11521751-B2,2022,0,Train
US-11521752-B2,2022,0,Train
US-11521842-B2,2022,0,Train
US-11521953-B1,2022,0,Train
US-11522054-B2,2022,0,Train
US-11522116-B2,2022,0,Train
US-11522117-B2,2022,0,Train
US-11522234-B2,2022,0,Train
US-11522564-B2,2022,1,Train
US-11522565-B2,2022,0,Train
US-11522593-B1,2022,1,Train
US-11522639-B2,2022,1,Train
US-11522671-B2,2022,0,Train
US-11522682-B2,2022,0,Train
US-11522689-B2,2022,0,Train
US-11522697-B2,2022,1,Train
US-11522748-B2,2022,0,Train
US-11522758-B1,2022,0,Train
US-11522766-B2,2022,1,Train
US-11522767-B2,2022,0,Train
US-11522775-B2,2022,1,Train
US-11522789-B2,2022,1,Train
US-11522818-B2,2022,0,Train
US-11522819-B2,2022,0,Train
US-11522834-B2,2022,0,Train
US-11522837-B2,2022,0,Train
US-11522856-B2,2022,0,Train
US-11522873-B2,2022,0,Train
US-11522877-B2,2022,1,Train
US-11522880-B2,2022,0,Train
US-11522881-B2,2022,0,Train
US-11522882-B2,2022,0,Train
US-11522885-B1,2022,1,Train
US-11522887-B2,2022,1,Train
US-11522889-B2,2022,0,Train
US-11522890-B2,2022,0,Train
US-11522891-B2,2022,0,Train
US-11522898-B1,2022,1,Train
US-11522902-B2,2022,0,Train
US-11522916-B2,2022,0,Train
US-11522924-B2,2022,1,Train
US-11522938-B2,2022,0,Train
US-11522942-B2,2022,0,Train
US-11522993-B2,2022,0,Train
US-11523033-B2,2022,0,Train
US-11523181-B1,2022,0,Train
US-11523186-B2,2022,0,Train
US-11523189-B1,2022,0,Train
US-11523200-B2,2022,0,Train
US-11523265-B2,2022,0,Train
US-11523287-B2,2022,1,Train
US-11523288-B2,2022,0,Train
US-11523366-B2,2022,0,Train
US-11523396-B2,2022,0,Train
US-11523404-B2,2022,0,Train
US-11523411-B2,2022,0,Train
US-11523771-B1,2022,0,Train
US-11523777-B2,2022,0,Train
US-11523801-B2,2022,0,Train
US-11523872-B1,2022,0,Train
US-11523881-B2,2022,1,Train
US-11524245-B2,2022,0,Train
US-11524290-B2,2022,0,Train
US-11524382-B2,2022,1,Train
US-11524401-B1,2022,0,Train
US-11524409-B2,2022,0,Train
US-11524701-B2,2022,0,Train
US-11525202-B2,2022,0,Train
US-11525684-B2,2022,1,Train
US-11525774-B2,2022,0,Train
US-11525788-B2,2022,0,Train
US-11525890-B2,2022,0,Train
US-11525934-B2,2022,0,Train
US-11526138-B2,2022,1,Train
US-11526150-B2,2022,0,Train
US-11526155-B2,2022,0,Train
US-11526167-B1,2022,1,Train
US-11526174-B2,2022,0,Train
US-11526205-B2,2022,0,Train
US-11526235-B1,2022,0,Train
US-11526261-B1,2022,1,Train
US-11526279-B2,2022,0,Train
US-11526285-B2,2022,1,Train
US-11526287-B2,2022,0,Train
US-11526289-B2,2022,0,Train
US-11526305-B2,2022,0,Train
US-11526328-B2,2022,0,Train
US-11526329-B2,2022,0,Train
US-11526330-B1,2022,0,Train
US-11526333-B2,2022,1,Train
US-11526334-B2,2022,0,Train
US-11526336-B2,2022,0,Train
US-11526338-B2,2022,0,Train
US-11526340-B2,2022,0,Train
US-11526345-B2,2022,0,Train
US-11526348-B2,2022,0,Train
US-11526370-B2,2022,0,Train
US-11526375-B2,2022,0,Train
US-11526376-B2,2022,0,Train
US-11526383-B2,2022,0,Train
US-11526385-B1,2022,1,Train
US-11526388-B2,2022,0,Train
US-11526390-B2,2022,0,Train
US-11526392-B2,2022,0,Train
US-11526418-B2,2022,0,Train
US-11526420-B2,2022,0,Train
US-11526424-B2,2022,1,Train
US-11526444-B2,2022,0,Train
US-11526463-B2,2022,1,Train
US-11526471-B2,2022,0,Train
US-11526473-B2,2022,0,Train
US-11526479-B2,2022,0,Train
US-11526486-B2,2022,0,Train
US-11526502-B1,2022,1,Train
US-11526507-B2,2022,0,Train
US-11526508-B1,2022,1,Train
US-11526509-B2,2022,0,Train
US-11526512-B1,2022,1,Train
US-11526523-B2,2022,0,Train
US-11526541-B1,2022,1,Train
US-11526543-B2,2022,1,Train
US-11526544-B2,2022,0,Train
US-11526549-B2,2022,1,Train
US-11526550-B2,2022,0,Train
US-11526555-B2,2022,0,Train
US-11526557-B2,2022,1,Train
US-11526558-B2,2022,0,Train
US-11526561-B2,2022,0,Train
US-11526572-B2,2022,0,Train
US-11526579-B1,2022,0,Train
US-11526586-B2,2022,0,Train
US-11526601-B2,2022,0,Train
US-11526603-B2,2022,0,Train
US-11526606-B1,2022,0,Train
US-11526608-B2,2022,0,Train
US-11526610-B2,2022,1,Train
US-11526614-B2,2022,1,Train
US-11526624-B2,2022,0,Train
US-11526626-B2,2022,1,Train
US-11526629-B2,2022,0,Train
US-11526638-B1,2022,1,Train
US-11526652-B1,2022,0,Train
US-11526653-B1,2022,1,Train
US-11526655-B2,2022,1,Train
US-11526663-B2,2022,0,Train
US-11526665-B1,2022,1,Train
US-11526667-B2,2022,0,Train
US-11526668-B2,2022,0,Train
US-11526670-B2,2022,0,Train
US-11526671-B2,2022,0,Train
US-11526673-B2,2022,0,Train
US-11526676-B2,2022,0,Train
US-11526678-B2,2022,0,Train
US-11526679-B2,2022,0,Train
US-11526680-B2,2022,1,Train
US-11526681-B2,2022,0,Train
US-11526686-B1,2022,0,Train
US-11526687-B2,2022,0,Train
US-11526688-B2,2022,0,Train
US-11526689-B2,2022,0,Train
US-11526690-B2,2022,0,Train
US-11526691-B2,2022,0,Train
US-11526692-B2,2022,0,Train
US-11526693-B1,2022,1,Train
US-11526694-B2,2022,0,Train
US-11526695-B2,2022,0,Train
US-11526696-B2,2022,0,Train
US-11526697-B1,2022,1,Train
US-11526698-B2,2022,1,Train
US-11526699-B2,2022,0,Train
US-11526700-B2,2022,0,Train
US-11526701-B2,2022,0,Train
US-11526702-B2,2022,1,Train
US-11526705-B2,2022,0,Train
US-11526708-B2,2022,0,Train
US-11526711-B1,2022,1,Train
US-11526713-B2,2022,0,Train
US-11526720-B2,2022,0,Train
US-11526721-B1,2022,1,Train
US-11526722-B2,2022,0,Train
US-11526723-B2,2022,1,Train
US-11526724-B2,2022,0,Train
US-11526725-B2,2022,0,Train
US-11526726-B2,2022,1,Train
US-11526727-B1,2022,1,Train
US-11526728-B2,2022,0,Train
US-11526729-B2,2022,1,Train
US-11526730-B2,2022,0,Train
US-11526731-B2,2022,0,Train
US-11526732-B2,2022,0,Train
US-11526733-B2,2022,0,Train
US-11526734-B2,2022,1,Train
US-11526735-B2,2022,0,Train
US-11526736-B2,2022,1,Train
US-11526737-B2,2022,0,Train
US-11526738-B2,2022,0,Train
US-11526739-B2,2022,0,Train
US-11526740-B2,2022,0,Train
US-11526741-B2,2022,0,Train
US-11526742-B2,2022,0,Train
US-11526743-B2,2022,0,Train
US-11526744-B2,2022,1,Train
US-11526745-B2,2022,1,Train
US-11526746-B2,2022,0,Train
US-11526747-B2,2022,0,Train
US-11526748-B2,2022,0,Train
US-11526749-B2,2022,0,Train
US-11526750-B2,2022,0,Train
US-11526751-B2,2022,0,Train
US-11526752-B2,2022,0,Train
US-11526753-B2,2022,0,Train
US-11526754-B2,2022,1,Train
US-11526755-B2,2022,0,Train
US-11526756-B1,2022,1,Train
US-11526757-B2,2022,0,Train
US-11526759-B2,2022,1,Train
US-11526760-B2,2022,0,Train
US-11526761-B2,2022,1,Train
US-11526762-B2,2022,0,Train
US-11526763-B2,2022,0,Train
US-11526764-B2,2022,1,Train
US-11526765-B2,2022,0,Train
US-11526766-B2,2022,1,Train
US-11526767-B2,2022,0,Train
US-11526768-B2,2022,0,Train
US-11526769-B2,2022,0,Train
US-11526770-B2,2022,0,Train
US-11526771-B2,2022,1,Train
US-11526772-B2,2022,0,Train
US-11526773-B1,2022,1,Train
US-11526774-B2,2022,0,Train
US-11526775-B2,2022,0,Train
US-11526776-B1,2022,0,Train
US-11526777-B2,2022,0,Train
US-11526778-B2,2022,0,Train
US-11526779-B2,2022,0,Train
US-11526780-B2,2022,0,Train
US-11526781-B2,2022,0,Train
US-11526782-B2,2022,0,Train
US-11526783-B2,2022,0,Train
US-11526784-B2,2022,0,Train
US-11526785-B2,2022,0,Train
US-11526786-B2,2022,0,Train
US-11526787-B1,2022,1,Train
US-11526788-B2,2022,0,Train
US-11526789-B2,2022,0,Train
US-11526790-B2,2022,0,Train
US-11526791-B2,2022,0,Train
US-11526792-B2,2022,0,Train
US-11526793-B2,2022,1,Train
US-11526794-B2,2022,0,Train
US-11526795-B1,2022,1,Train
US-11526796-B2,2022,0,Train
US-11526797-B2,2022,1,Train
US-11526798-B2,2022,1,Train
US-11526799-B2,2022,0,Train
US-11526800-B2,2022,0,Train
US-11526801-B2,2022,0,Train
US-11526802-B2,2022,0,Train
US-11526803-B2,2022,0,Train
US-11526804-B2,2022,0,Train
US-11526806-B2,2022,0,Train
US-11526807-B2,2022,0,Train
US-11526808-B2,2022,1,Train
US-11526809-B2,2022,0,Train
US-11526810-B2,2022,0,Train
US-11526811-B1,2022,1,Train
US-11526812-B2,2022,1,Train
US-11526813-B2,2022,0,Train
US-11526814-B2,2022,0,Train
US-11526817-B1,2022,1,Train
US-11526824-B2,2022,1,Train
US-11526838-B1,2022,1,Train
US-11526845-B2,2022,0,Train
US-11526849-B2,2022,0,Train
US-11526850-B1,2022,0,Train
US-11526859-B1,2022,1,Train
US-11526862-B2,2022,0,Train
US-11526871-B2,2022,1,Train
US-11526882-B2,2022,0,Train
US-11526889-B2,2022,1,Train
US-11526899-B2,2022,1,Train
US-11526906-B2,2022,1,Train
US-11526916-B2,2022,0,Train
US-11526919-B2,2022,0,Train
US-11526920-B2,2022,0,Train
US-11526925-B2,2022,0,Train
US-11526931-B2,2022,0,Train
US-11526934-B2,2022,0,Train
US-11526936-B2,2022,0,Train
US-11526953-B2,2022,0,Train
US-11526956-B2,2022,0,Train
US-11526958-B2,2022,0,Train
US-11526959-B2,2022,0,Train
US-11526963-B2,2022,0,Train
US-11526964-B2,2022,0,Train
US-11526965-B2,2022,0,Train
US-11526973-B2,2022,0,Train
US-11526976-B2,2022,0,Train
US-11526977-B2,2022,0,Train
US-11526983-B2,2022,1,Train
US-11526995-B2,2022,1,Train
US-11526997-B2,2022,1,Train
US-11527005-B2,2022,0,Train
US-11527019-B2,2022,1,Train
US-11527022-B2,2022,0,Train
US-11527024-B2,2022,0,Train
US-11527025-B2,2022,1,Train
US-11527030-B2,2022,1,Train
US-11527032-B1,2022,0,Train
US-11527058-B2,2022,1,Train
US-11527059-B2,2022,0,Train
US-11527064-B1,2022,1,Train
US-11527072-B2,2022,1,Train
US-11527074-B1,2022,1,Train
US-11527077-B2,2022,1,Train
US-11527079-B2,2022,0,Train
US-11527082-B2,2022,0,Train
US-11527083-B2,2022,0,Train
US-11527089-B2,2022,0,Train
US-11527092-B1,2022,1,Train
US-11527105-B2,2022,0,Train
US-11527107-B1,2022,1,Train
US-11527174-B2,2022,0,Train
US-11527238-B2,2022,1,Train
US-11527247-B2,2022,0,Train
US-11527250-B2,2022,0,Train
US-11527259-B2,2022,0,Train
US-11527299-B2,2022,0,Train
US-11527312-B2,2022,0,Train
US-11527313-B1,2022,1,Train
US-11527314-B2,2022,0,Train
US-11527319-B1,2022,1,Train
US-11527324-B2,2022,0,Train
US-11527325-B2,2022,0,Train
US-11527329-B2,2022,0,Train
US-11527330-B2,2022,0,Train
US-11527332-B2,2022,0,Train
US-11527574-B2,2022,0,Train
US-11527696-B2,2022,0,Train
US-11527697-B2,2022,0,Train
US-11527891-B2,2022,1,Train
US-11527955-B2,2022,0,Train
US-11527984-B2,2022,0,Train
US-11528033-B2,2022,0,Train
US-11528037-B1,2022,0,Train
US-11528048-B2,2022,0,Train
US-11528049-B2,2022,0,Train
US-11528189-B1,2022,1,Train
US-11528196-B2,2022,0,Train
US-11528200-B2,2022,0,Train
US-11528248-B2,2022,1,Train
US-11528259-B2,2022,0,Train
US-11528261-B2,2022,1,Train
US-11528282-B2,2022,1,Train
US-11528287-B2,2022,0,Train
US-11528289-B2,2022,0,Train
US-11528290-B2,2022,0,Train
US-11528294-B2,2022,0,Train
US-11528296-B2,2022,0,Train
US-11528341-B2,2022,0,Train
US-11528347-B2,2022,0,Train
US-11528360-B2,2022,0,Train
US-11528471-B2,2022,0,Train
US-11528492-B2,2022,1,Train
US-11528493-B2,2022,1,Train
US-11528525-B1,2022,0,Train
US-11528720-B2,2022,0,Train
US-11528837-B2,2022,0,Train
US-11528885-B2,2022,0,Train
US-11529103-B2,2022,0,Train
US-11529110-B2,2022,0,Train
US-11529116-B2,2022,0,Train
US-11529204-B2,2022,0,Train
US-11529563-B2,2022,0,Train
US-11529887-B2,2022,1,Train
US-11529900-B2,2022,1,Train
US-11529950-B2,2022,0,Train
US-11529960-B2,2022,1,Train
US-11529961-B2,2022,0,Train
US-11529968-B1,2022,1,Train
US-11530139-B2,2022,0,Train
US-11530454-B2,2022,0,Train
US-11530609-B2,2022,0,Train
US-11530925-B1,2022,1,Train
US-11530930-B2,2022,0,Train
US-11530957-B2,2022,0,Train
US-11530961-B2,2022,0,Train
US-11531063-B2,2022,0,Train
US-11531080-B2,2022,0,Train
US-11531087-B2,2022,1,Train
US-11531088-B2,2022,0,Train
US-11531100-B2,2022,1,Train
US-11531107-B2,2022,1,Train
US-11531110-B2,2022,1,Train
US-11531113-B1,2022,1,Train
US-11531131-B2,2022,0,Train
US-11531195-B2,2022,0,Train
US-11531248-B2,2022,0,Train
US-11531249-B1,2022,0,Train
US-11531308-B2,2022,0,Train
US-11531310-B2,2022,0,Train
US-11531317-B2,2022,0,Train
US-11531319-B2,2022,0,Train
US-11531321-B2,2022,0,Train
US-11531327-B2,2022,0,Train
US-11531328-B2,2022,1,Train
US-11531330-B2,2022,1,Train
US-11531339-B2,2022,1,Train
US-11531347-B2,2022,0,Train
US-11531349-B2,2022,0,Train
US-11531350-B2,2022,0,Train
US-11531393-B1,2022,1,Train
US-11531394-B2,2022,0,Train
US-11531445-B1,2022,0,Train
US-11531451-B2,2022,0,Train
US-11531455-B2,2022,0,Train
US-11531501-B1,2022,1,Train
US-11531516-B2,2022,0,Train
US-11531523-B2,2022,0,Train
US-11531526-B1,2022,1,Train
US-11531529-B2,2022,1,Train
US-11531536-B2,2022,0,Train
US-11531540-B2,2022,0,Train
US-11531541-B2,2022,0,Train
US-11531553-B2,2022,0,Train
US-11531557-B2,2022,0,Train
US-11531565-B2,2022,0,Train
US-11531571-B2,2022,0,Train
US-11531578-B1,2022,1,Train
US-11531618-B2,2022,0,Train
US-11531619-B2,2022,0,Train
US-11531639-B2,2022,1,Train
US-11531655-B2,2022,0,Train
US-11531657-B1,2022,1,Train
US-11531665-B2,2022,0,Train
US-11531666-B1,2022,1,Train
US-11531670-B2,2022,0,Train
US-11531671-B2,2022,1,Train
US-11531673-B2,2022,0,Train
US-11531675-B1,2022,0,Train
US-11531676-B2,2022,0,Train
US-11531694-B1,2022,0,Train
US-11531695-B2,2022,0,Train
US-11531697-B2,2022,0,Train
US-11531705-B2,2022,0,Train
US-11531710-B2,2022,0,Train
US-11531722-B2,2022,0,Train
US-11531727-B1,2022,0,Train
US-11531734-B2,2022,0,Train
US-11531763-B1,2022,1,Train
US-11531780-B2,2022,1,Train
US-11531782-B1,2022,0,Train
US-11531793-B2,2022,1,Train
US-11531796-B2,2022,0,Train
US-11531802-B2,2022,1,Train
US-11531808-B2,2022,0,Train
US-11531813-B2,2022,0,Train
US-11531817-B2,2022,0,Train
US-11531818-B2,2022,0,Train
US-11531822-B1,2022,1,Train
US-11531824-B2,2022,0,Train
US-11531828-B2,2022,0,Train
US-11531830-B2,2022,0,Train
US-11531831-B2,2022,0,Train
US-11531832-B2,2022,0,Train
US-11531834-B2,2022,1,Train
US-11531835-B2,2022,0,Train
US-11531836-B2,2022,0,Train
US-11531837-B2,2022,0,Train
US-11531838-B2,2022,1,Train
US-11531841-B2,2022,1,Train
US-11531842-B2,2022,0,Train
US-11531843-B2,2022,0,Train
US-11531845-B1,2022,1,Train
US-11531846-B1,2022,1,Train
US-11531848-B2,2022,0,Train
US-11531849-B2,2022,0,Train
US-11531850-B2,2022,0,Train
US-11531851-B2,2022,0,Train
US-11531852-B2,2022,1,Train
US-11531858-B2,2022,1,Train
US-11531859-B2,2022,0,Train
US-11531860-B2,2022,0,Train
US-11531861-B2,2022,0,Train
US-11531862-B2,2022,0,Train
US-11531863-B1,2022,1,Train
US-11531864-B2,2022,0,Train
US-11531865-B2,2022,1,Train
US-11531866-B2,2022,0,Train
US-11531867-B2,2022,0,Train
US-11531868-B1,2022,1,Train
US-11531869-B1,2022,1,Train
US-11531870-B2,2022,0,Train
US-11531871-B2,2022,0,Train
US-11531872-B2,2022,0,Train
US-11531873-B2,2022,1,Train
US-11531874-B2,2022,0,Train
US-11531875-B2,2022,0,Train
US-11531876-B2,2022,0,Train
US-11531877-B2,2022,0,Train
US-11531878-B2,2022,0,Train
US-11531879-B1,2022,1,Train
US-11531880-B2,2022,0,Train
US-11531881-B2,2022,0,Train
US-11531882-B2,2022,0,Train
US-11531883-B2,2022,0,Train
US-11531884-B2,2022,0,Train
US-11531885-B2,2022,1,Train
US-11531886-B2,2022,1,Train
US-11531887-B1,2022,0,Train
US-11531888-B2,2022,0,Train
US-11531889-B2,2022,0,Train
US-11531890-B2,2022,0,Train
US-11531891-B2,2022,0,Train
US-11531892-B2,2022,0,Train
US-11531893-B2,2022,0,Train
US-11531894-B1,2022,0,Train
US-11531895-B2,2022,0,Train
US-11531896-B2,2022,0,Train
US-11531898-B2,2022,0,Train
US-11531899-B2,2022,0,Train
US-11531900-B2,2022,0,Train
US-11531901-B2,2022,0,Train
US-11531902-B2,2022,1,Train
US-11531903-B2,2022,0,Train
US-11531904-B2,2022,1,Train
US-11531905-B2,2022,0,Train
US-11531906-B2,2022,1,Train
US-11531907-B2,2022,0,Train
US-11531908-B2,2022,0,Train
US-11531909-B2,2022,0,Train
US-11531910-B2,2022,0,Train
US-11531911-B2,2022,1,Train
US-11531912-B2,2022,0,Train
US-11531913-B2,2022,0,Train
US-11531914-B2,2022,0,Train
US-11531915-B2,2022,1,Train
US-11531916-B2,2022,0,Train
US-11531917-B1,2022,0,Train
US-11531918-B2,2022,0,Train
US-11531919-B2,2022,0,Train
US-11531920-B2,2022,0,Train
US-11531921-B1,2022,0,Train
US-11531922-B2,2022,0,Train
US-11531923-B2,2022,0,Train
US-11531924-B2,2022,0,Train
US-11531925-B2,2022,0,Train
US-11531926-B2,2022,0,Train
US-11531927-B2,2022,0,Train
US-11531928-B2,2022,0,Train
US-11531929-B2,2022,0,Train
US-11531930-B2,2022,1,Train
US-11531931-B2,2022,1,Train
US-11531932-B2,2022,0,Train
US-11531933-B2,2022,0,Train
US-11531934-B2,2022,0,Train
US-11531940-B2,2022,1,Train
US-11531943-B1,2022,1,Train
US-11531946-B2,2022,0,Train
US-11531948-B2,2022,1,Train
US-11531950-B2,2022,0,Train
US-11531966-B2,2022,0,Train
US-11531970-B2,2022,0,Train
US-11531978-B2,2022,0,Train
US-11531993-B2,2022,0,Train
US-11531994-B2,2022,0,Train
US-11531998-B2,2022,0,Train
US-11531999-B2,2022,0,Train
US-11532025-B2,2022,0,Train
US-11532040-B2,2022,0,Train
US-11532041-B2,2022,0,Train
US-11532055-B2,2022,1,Train
US-11532056-B2,2022,0,Train
US-11532073-B2,2022,0,Train
US-11532074-B2,2022,0,Train
US-11532080-B2,2022,1,Train
US-11532084-B2,2022,0,Train
US-11532086-B2,2022,0,Train
US-11532088-B2,2022,0,Train
US-11532094-B2,2022,0,Train
US-11532096-B2,2022,0,Train
US-11532098-B2,2022,0,Train
US-11532104-B2,2022,0,Train
US-11532108-B2,2022,0,Train
US-11532110-B2,2022,0,Train
US-11532122-B2,2022,0,Train
US-11532132-B2,2022,0,Train
US-11532137-B2,2022,0,Train
US-11532147-B2,2022,1,Train
US-11532151-B2,2022,0,Train
US-11532154-B2,2022,0,Train
US-11532155-B1,2022,0,Train
US-11532165-B2,2022,0,Train
US-11532168-B2,2022,1,Train
US-11532169-B1,2022,1,Train
US-11532172-B2,2022,0,Train
US-11532173-B2,2022,0,Train
US-11532177-B2,2022,1,Train
US-11532181-B2,2022,0,Train
US-11532183-B1,2022,1,Train
US-11532188-B2,2022,0,Train
US-11532193-B2,2022,0,Train
US-11532205-B2,2022,1,Train
US-11532228-B2,2022,0,Train
US-11532245-B2,2022,0,Train
US-11532307-B2,2022,0,Train
US-11532318-B2,2022,0,Train
US-11532333-B1,2022,0,Train
US-11532354-B2,2022,0,Train
US-11532356-B2,2022,0,Train
US-11532378-B2,2022,0,Train
US-11532382-B2,2022,0,Train
US-11532386-B2,2022,0,Train
US-11532387-B2,2022,0,Train
US-11532391-B2,2022,0,Train
US-11532395-B2,2022,1,Train
US-11532399-B2,2022,0,Train
US-11532400-B2,2022,0,Train
US-11532402-B2,2022,1,Train
US-11532525-B2,2022,0,Train
US-11532783-B2,2022,0,Train
US-11532799-B2,2022,0,Train
US-11532882-B2,2022,1,Train
US-11532912-B2,2022,0,Train
US-11533046-B2,2022,0,Train
US-11533102-B2,2022,0,Train
US-11533115-B2,2022,0,Train
US-11533171-B2,2022,0,Train
US-11533175-B1,2022,1,Train
US-11533193-B2,2022,0,Train
US-11533199-B2,2022,0,Train
US-11533217-B2,2022,1,Train
US-11533243-B2,2022,0,Train
US-11533247-B2,2022,0,Train
US-11533272-B1,2022,1,Train
US-11533279-B2,2022,0,Train
US-11533299-B2,2022,0,Train
US-11533314-B2,2022,1,Train
US-11533324-B2,2022,0,Train
US-11533325-B2,2022,0,Train
US-11533326-B2,2022,1,Train
US-11533328-B2,2022,0,Train
US-11533413-B2,2022,0,Train
US-11533427-B2,2022,0,Train
US-11533440-B2,2022,0,Train
US-11533458-B2,2022,0,Train
US-11533464-B2,2022,0,Train
US-11533495-B2,2022,1,Train
US-11533514-B2,2022,0,Train
US-11533637-B2,2022,0,Train
US-11533640-B2,2022,0,Train
US-11533648-B2,2022,0,Train
US-11533658-B2,2022,1,Train
US-11534097-B2,2022,0,Train
US-11534099-B2,2022,0,Train
US-11534102-B2,2022,0,Train
US-11534103-B2,2022,0,Train
US-11534104-B2,2022,0,Train
US-11534112-B2,2022,0,Train
US-11534138-B2,2022,0,Train
US-11534201-B2,2022,0,Train
US-11534224-B1,2022,0,Train
US-11534275-B2,2022,1,Train
US-11534661-B2,2022,1,Train
US-11534690-B2,2022,1,Train
US-11534909-B2,2022,0,Train
US-11534911-B2,2022,0,Train
US-11534922-B2,2022,0,Train
